file,percent,rows,all_agree_pct,om_avg_agree_pct,om_pm_agree_pct,avg_pm_agree_pct
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.1,12,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.2,12,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.3,12,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.4,12,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighAgusUibhistADeas_eilean-siar12-01.csv,0.5,11,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.0,9,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.1,8,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.2,8,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.3,8,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.4,8,100.0,100.0,100.0,100.0
BarraighBhatarsaighEirisgeighagusUibhistaDeas_eilean-siar17-01.csv,0.5,7,100.0,100.0,100.0,100.0
BarrheadLibosideandUplawmoor_e-renfs17-1.csv,0.0,9,100.0,100.0,100.0,100.0
BarrheadWard_e-renfs12-02.csv,0.0,9,100.0,100.0,100.0,100.0
BarrheadWard_e-renfs12-02.csv,0.1,8,100.0,100.0,100.0,100.0
BarrheadWard_e-renfs12-02.csv,0.2,8,100.0,100.0,100.0,100.0
BarrheadWard_e-renfs12-02.csv,0.5,7,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns12-02.csv,0.0,9,100.0,100.0,100.0,100.0
BearsdenNorth_e-duns12-02.csv,0.1,8,100.0,100.0,100.0,100.0
