file,percent,borda_type,cloned_candidate,original_winner,new_winner,num_cands
SanFrancisco_11022010_BoardofSupervisorsDistrict2.csv,0.5,om,JANET REILLY,MARK FARRELL,Clone,7
SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,0.5,om,RAFAEL MANDELMAN,SCOTT WIENER,Clone,5
SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,0.5,om,JULIE CHRISTENSEN,AARON PESKIN,Clone,4
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,0.5,om,SUE LEE,ERIC MAR,Clone,10
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,0.5,om,AHSHA SAFAI,JOHN AVALOS,Clone,10
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,0.5,om,Lillian Sing,Jake McGoldrick,Clone,8
SanFrancisco_11052019_DistrictAttorney.csv,0.5,om,SUZY LOFTUS,CHESA BOUDIN,Clone,5
SanFrancisco_11052024_BoS_D1.csv,0.5,om,MARJAN PHILHOUR,CONNIE CHAN,Clone,6
SanFrancisco_11052024_BoS_D11.csv,0.5,om,MICHAEL LAI,CHYANNE CHEN,Clone,8
SanFrancisco_11052024_BoS_D5.csv,0.5,om,DEAN PRESTON,BILAL MAHMOOD,Clone,6
SanFrancisco_11052024_BoS_D7.csv,0.5,om,MATT BOSCHETTO,MYRNA MELGAR,Clone,5
SanFrancisco_11062012_BoardofSupervisorsDistrict5.csv,0.5,om,CHRISTINA OLAGUE,LONDON BREED,Clone,9
SanFrancisco_11062012_BoardofSupervisorsDistrict7.csv,0.5,om,F. X. FRANCIS XAVIER CROWLEY,NORMAN YEE,Clone,10
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,0.5,om,NICK JOSEFOWITZ,CATHERINE STEFANI,Clone,5
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0.5,om,Jaynry Mak,Ed Jew,Clone,8
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0.5,om,Ron Dudum,Ed Jew,Clone,8
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,0.5,om,Rob Black,Chris Daly,Clone,9
SanFrancisco_11082011_DistrictAttorney.csv,0.5,om,SHARMIN BOCK,GEORGE GASCÓN,Clone,6
SanFrancisco_11082011_Sheriff.csv,0.5,om,PAUL MIYAMOTO,ROSS MIRKARIMI,Clone,5
SanFrancisco_11082011_Sheriff.csv,0.5,om,CHRIS CUNNIE,ROSS MIRKARIMI,Clone,5
SanFrancisco_11082016_BoardofSupervisorsDistrict1.csv,0.5,om,MARJAN PHILHOUR,SANDRA LEE FEWER,Clone,11
SanFrancisco_11082016_BoardofSupervisorsDistrict11.csv,0.5,om,KIM ALVARENGA,AHSHA SAFAI,Clone,6
SanFrancisco_11082022_BoardofSupervisorsD4.csv,0.5,om,GORDON MAR,JOEL ENGARDIO,Clone,3
SanFrancisco_11082022_BoardofSupervisorsD6.csv,0.5,om,HONEY MAHOGANY,MATT DORSEY,Clone,5
SanFrancisco_11082022_DistrictAttorney.csv,0.5,om,JOHN HAMASAKI,BROOKE JENKINS,Clone,5
SanLeandro_11022010_CountyCouncilDistrict5.csv,0.5,om,CORINA N. LOPEZ,PAULINE RUSSO CUTTER,Clone,3
SanLeandro_11022010_Mayor.csv,0.5,om,ANTHONY B. ''TONY'' SANTOS,STEPHEN H. CASSIDY,Clone,7
SanLeandro_11062012_CountyCouncilDistrict2.csv,0.5,om,MORGAN MACK-ROSE,URSULA REED,Clone,4
TakomaPark_11082022_CityCouncilWard6.csv,0.5,om,Mike Moore,Jason Small,Clone,5
Alaska_08162022_HouseofRepresentativesSpecial.csv,0.6,om,"Peltola, Mary S.","Begich, Nick",Clone,4
Alaska_11052024_StateHouseD11.csv,0.6,om,"Featherly, Walter T.","Coulombe, Julie",Clone,3
Alaska_11052024_StateHouseD13.csv,0.6,om,"Gottshall, Heather","Josephson, Andrew L. ""Andy",Clone,3
Alaska_11052024_StateHouseD15.csv,0.6,om,"Wells, Denny","Costello, Mia",Clone,4
Alaska_11052024_StateHouseD18.csv,0.6,om,"Groh, Cliff","Nelson, David",Clone,3
Alaska_11052024_StateHouseD21.csv,0.6,om,"Sims, Aimée","Mears, Donna C.",Clone,3
Alaska_11052024_StateHouseD22.csv,0.6,om,"Wright, Stanley A.","Eischeid, Ted J.",Clone,3
Alaska_11052024_StateHouseD27.csv,0.6,om,"Eastman, David","Underwood, Jubilee L.",Clone,3
Alaska_11052024_StateHouseD28.csv,0.6,om,"Menard, Steve","Moore, Elexie",Clone,4
Alaska_11052024_StateHouseD31.csv,0.6,om,"LeBon, Bart","Dibert, Maxine L.",Clone,3
Alaska_11052024_StateHouseD35.csv,0.6,om,"McNeill, Ruben A. Jr.","Carrick, Ashley E.",Clone,3
Alaska_11052024_StateHouseD6.csv,0.6,om,"Johnson, Brent","Vance, Sarah L.",Clone,4
Alaska_11052024_StateHouseD8.csv,0.6,om,"Hillyer, John","Elam, Bill",Clone,3
Alaska_11052024_StateHouseD9.csv,0.6,om,"Bauer, Lucy","Holland, Ky",Clone,3
Alaska_11052024_StateSenateF.csv,0.6,om,"Park, Janice L.","Kaufman, James D.",Clone,4
Alaska_11052024_StateSenateH.csv,0.6,om,"Vazquez, Liz","Claman, Matt",Clone,3
Alaska_11052024_StateSenateP.csv,0.6,om,"Hajdukovich, Leslie W.","Kawasaki, Scott",Clone,3
Alaska_11052024_StateSenateR.csv,0.6,om,"Fletcher, Savannah","Cronk, Mike",Clone,4
Alaska_11052024_US_House.csv,0.6,om,"Peltola, Mary S.","Begich, Nick",Clone,5
Alaska_11082022_HouseDistrict1.csv,0.6,om,"Bynum, Jeremy T.","Ortiz, Daniel H. ""Dan",Clone,3
Alaska_11082022_HouseDistrict10.csv,0.6,om,"Storm, Caroline","Johnson, Craig W.",Clone,4
Alaska_11082022_HouseDistrict11.csv,0.6,om,"Featherly, Walter T.","Coulombe, Julie",Clone,4
Alaska_11082022_HouseDistrict13.csv,0.6,om,"Henslee, Katherine J. ""Kathy","Josephson, Andy",Clone,3
Alaska_11082022_HouseDistrict15.csv,0.6,om,"Wells, Denny","McKay, Thomas W. ""Tom",Clone,4
Alaska_11082022_HouseDistrict16.csv,0.6,om,"Vazquez, Liz","Armstrong, Jennifer ""Jennie",Clone,3
Alaska_11082022_HouseDistrict18.csv,0.6,om,"Nelson, David","Groh, Cliff",Clone,4
Alaska_11082022_HouseDistrict21.csv,0.6,om,"Wolfe, Forrest M.","Mears, Donna C.",Clone,3
Alaska_11082022_HouseDistrict22.csv,0.6,om,"Eischeid, Ted J.","Wright, Stanley A.",Clone,3
Alaska_11082022_HouseDistrict34.csv,0.6,om,"Hopkins, Grier H.","Tomaszewski, Frank J.",Clone,4
Alaska_11082022_HouseDistrict39.csv,0.6,om,"Ivanoff, Tyler L.","Foster, Neal W.",Clone,3
Alaska_11082022_HouseDistrict6.csv,0.6,om,"Flora, Louis A. ""Louie","Vance, Sarah L.",Clone,4
Alaska_11082022_HouseDistrict7.csv,0.6,om,"Gillham, Ronald D. ""Ron","Ruffridge, Justin",Clone,3
